ID,yelp_college_dist
0,1331.4465972803582
1,1706.0963087460332
2,2282.5298103570926
3,1808.3901637918682
4,2707.0434766221542
5,543.3013088642261
6,1073.5012521885271
7,920.0569411805869
8,133.1002673994362
9,1021.3356259297807
10,975.6104468668088
11,477.8505481093129
12,2292.8064494673545
13,347.7668871914733
14,200.42431935984496
15,271.2665932536507
16,2205.2628781956514
17,278.3492190048555
18,356.311029775133
19,311.33391158130433
20,694.8977337371549
21,1923.3215112625735
22,379.60626176596145
23,245.05911012444108
24,583.7587927003357
25,1592.9250659584695
26,95.43621272886504
27,489.7554657269818
28,70.89147331254108
29,854.8493762005294
30,1047.1875672227338
31,204.16880099799062
32,590.7541460949327
33,1835.1022422592564
34,714.3607839887709
35,670.0873709368624
36,595.5580084171972
37,4567.088085560433
38,160.32195136996845
39,6233.69560837194
40,5514.823729851355
41,28.696253817678887
42,245.32228501278004
43,35.83347336446762
44,1223.688232785078
45,2352.7843479216654
46,615.6417683542503
47,2806.7278791530634
48,2403.410223827318
49,1129.8523417287715
50,1117.77838743343
51,982.8568078461702
52,616.0650938239543
53,581.6065687708617
54,263.6895252339286
55,318.6167050201209
56,557.957199866244
57,221.71643747557258
58,884.9574930654915
59,198.09193579788612
60,1947.6954344232233
61,617.4179359863722
62,167.1097353391734
63,414.2633706594556
64,556.3953828781616
65,2755.796977951796
66,1692.991402828672
67,1456.6936327118342
68,953.3115307023833
69,1280.6108770914723
70,931.0129166452416
71,1457.1465167703152
72,316.58286322451966
73,153.5166776025319
74,630.3041826770221
75,2225.013624862811
76,614.9116956791541
77,1776.8267730754958
78,1613.6478896628685
79,38.53744082430585
80,1094.7030633359218
81,1104.7439363428925
82,1873.7140702146373
83,191.6077725262516
84,2033.4616108349633
85,1180.9015494464563
86,1027.8674062510215
87,53.52850820814995
88,305.60021773138936
89,1401.4261068807418
90,767.0821088247815
91,1397.0817520333128
92,1106.1088589268036
93,639.6639020855533
94,1006.1988289664055
95,223.6608945844726
96,94.72002875315178
97,1063.8614263958189
98,83.88653011185663
99,429.65382440966766
100,203.15481668782473
101,488.42079533488925
102,1081.6043721937083
103,121.47399613594357
104,149.52599521343666
105,727.7361186993952
106,169.7881052490108
107,120.02399519629341
108,1037.0162676535856
109,233.70212621112046
110,192.0540262728612
111,221.06077284278905
112,100.18503832280312
113,171.1111257763445
114,2032.47347932366
115,1468.1534862467452
116,999.5540648235728
117,56.61394019907423
118,211.4417492499558
119,3166.2966876105957
120,996.6782088018247
121,478.15661125341126
122,1180.9238622289465
123,520.5556815662478
124,661.1068386728006
125,173.07553657739817
126,753.4667752278226
127,695.7693330113875
128,1269.506256084288
129,998.3247267154912
130,154.31877895051164
131,1538.9060781434796
132,192.62014472677987
133,979.9123414758899
134,1781.9245941973386
135,99.01575812149741
136,635.2898592974426
137,315.7836067063812
138,176.02624192685508
139,540.5979603870363
140,2989.07057994416
141,1472.0593631006511
142,1003.7404274122462
143,456.0767702608494
144,868.7599495844223
145,128.54829492905446
146,321.6862689235609
147,2900.0079537063793
148,3253.869667929269
149,392.7481453146318
150,1813.88898333444
151,1163.2354882048949
152,443.30297996941937
153,370.8436916294472
154,709.4800327446304
155,2859.728658246226
156,1222.8045711424688
157,359.0664776855071
158,178.81542260750314
159,933.4546674382574
160,1697.6322724803547
161,2103.8690281076256
162,868.1013863788136
163,739.2746902955835
164,1699.1974690619652
165,669.2571853036408
166,727.8824497734604
167,1043.2212008122813
168,984.3302254595274
169,846.9519291831241
170,1027.0577719991456
171,275.95301562697875
172,292.7922274631149
173,101.08689052172818
174,148.6885266029679
175,504.73902556429476
176,288.13486436526654
177,626.4575396658639
178,257.5758046583699
179,276.8896236131424
180,2953.371628007423
181,1614.0696515225852
182,744.7939250540442
183,1897.4364826946323
184,2539.0021898612786
185,2358.4915106945114
186,1543.6128938500042
187,205.5731835882338
188,2386.264419649308
189,3297.3732582663606
190,515.1716375293979
191,2613.8956892680358
192,786.906487024873
193,1227.9298967763923
194,178.50170439353968
195,1633.103448909896
196,661.566456052106
197,271.60329424754684
198,2302.1063957270935
199,2340.386423559471
200,1752.0610397065273
201,2008.8448357830096
202,2765.760498288348
203,2524.9142618499404
204,1117.8767421645953
205,1890.7016594191189
206,1374.2713447431947
207,163.61986084370824
208,1954.234610369918
209,1970.4940858902717
210,1328.8595202054923
211,1129.8316080544098
212,1030.6425687828007
213,2585.1423935140547
214,1462.0519951605
215,1641.490479516398
216,2206.1698883110007
217,305.6218820811447
218,1749.5184145811666
219,2311.142773240856
220,634.8238821873906
221,31.939665646417676
222,1242.1749838500798
223,2277.515007349214
224,2329.82401934558
225,704.7565375745669
226,308.0522192610975
227,150.0071038277359
228,1934.2513067160698
229,1975.7749890739203
230,184.8160227564676
231,1351.8495307577466
232,1440.8800334313119
