ID,yelp_center_dist
0,206.7985966742717
1,130.7532559581658
2,794.358687857276
3,165.8418927434642
4,711.2652445671997
5,207.94915194492233
6,362.0257648213888
7,467.5520909424046
8,133.85631534000473
9,178.56467020739527
10,205.88732277460247
11,173.13410199818253
12,29.977480771327446
13,79.28243836213397
14,105.662619052251
15,405.90537235415997
16,272.32306474854784
17,518.0524304853928
18,135.35710938887934
19,323.1227544845616
20,446.36704829493976
21,51.4233427674047
22,17.27025421255251
23,57.08350847608556
24,355.19502699787114
25,168.53490651818558
26,211.34433682494677
27,252.18799477187795
28,436.26335963964937
29,194.2064629977526
30,155.87394772257593
31,132.00178032370172
32,67.93538905466542
33,442.29405064752723
34,120.30597288513708
35,36.03871023599767
36,608.4957071517755
37,498.430280287197
38,34.48679915117352
39,438.14242435278624
40,605.6338440783877
41,326.68214770694146
42,48.26569795296967
43,649.7102894871721
44,339.4860811238882
45,445.4064310067088
46,224.40044759754318
47,978.5802977610712
48,377.35954045492474
49,682.2809438271337
50,159.55702305969177
51,219.40143493453218
52,77.11064934150997
53,190.4942347979236
54,471.0819485617451
55,210.9929996169683
56,52.40461543536248
57,160.64053266933666
58,91.70006919363941
59,109.61705734158491
60,449.8973338044639
61,351.49672165538504
62,131.627277104137
63,66.87592509021508
64,27.89025218668712
65,197.51751380573376
66,617.5659569915616
67,1022.6737088175889
68,215.9421634570679
69,1089.2072896892337
70,197.0029979834711
71,307.81470326867765
72,460.4159697451456
73,83.30962866183269
74,315.02386663899347
75,92.54910603062397
76,63.22973941534347
77,174.9289829874595
78,104.41839897355347
79,206.63387535145168
80,722.6422968624497
81,335.30318988324103
82,227.21033384276512
83,44.85341999287582
84,275.4729965053182
85,904.2103635536722
86,72.77173653738267
87,347.30963535497636
88,252.94375337658613
89,115.63447273439938
90,398.5080813415133
91,118.54941611617282
92,66.70730786572726
93,310.7455769497165
94,413.82353385863024
95,392.9224227722896
96,375.68002737031395
97,77.01356853536922
98,147.28134138402447
99,540.1238279634026
100,44.293717583181675
101,70.83527579883521
102,424.38444521530135
103,501.15773461986106
104,133.38683074634042
105,31.765978477448193
106,197.45603530109827
107,312.5757123971979
108,484.87465820048703
109,520.720973658645
110,788.3670982724566
111,145.85216391314611
112,130.89788411825515
113,69.96610751589532
114,103.339479733391
115,253.4990445705557
116,122.93243985753647
117,344.6296059286271
118,272.62376181090553
119,382.9030564093528
120,299.51046626567535
121,123.68158845849248
122,85.36916295962385
123,469.6735817006617
124,900.1602860057483
125,179.47459045739458
126,295.4980699053562
127,580.5163595639676
128,105.37643252665121
129,395.0044988214438
130,111.16835117057725
131,867.3751329070442
132,297.34652190280553
133,569.8575513239821
134,921.702360379596
135,72.33816184037848
136,81.01320659964588
137,127.87547507828796
138,198.21743229272238
139,510.318845562013
140,745.2038020405815
141,36.61529390918257
142,297.3925863336508
143,218.87074971585352
144,27.211399533300668
145,582.802196340311
146,732.5577997061142
147,458.7897097908836
148,407.2094634911022
149,250.89402324701484
150,445.68797061238564
151,751.8727773702337
152,166.98911440758218
153,97.14933205733315
154,357.39002625613176
155,26.44521310702606
156,103.89557190288573
157,113.33184305696813
158,232.02302974241687
159,749.1200282762068
160,1467.8779459610325
161,87.21709921107926
162,471.28591853134986
163,969.9225703819424
164,1022.5363757630043
165,117.66982708859258
166,349.47519935399737
167,100.29640155358449
168,167.57304523155648
169,308.22926231878836
170,607.5684211037727
171,259.41323603643895
172,51.293639960117204
173,81.21227409040893
174,561.3200391263764
175,244.49264233566478
176,170.36745717465357
177,52.19534705724718
178,116.50210052702735
179,430.9703202736023
180,589.5230101989446
181,329.05984573859035
182,38.22378248385246
183,1661.0872489034866
184,1103.8213178370363
185,696.8178465489796
186,232.17787601854295
187,81.72253957078524
188,106.88462866747766
189,352.08704333943246
190,638.0188693798406
191,227.79506932936533
192,334.4984929861355
193,761.7128797271579
194,23.485660782678213
195,267.39222804369456
196,71.47241534493652
197,87.54059474892657
198,1066.1163790598894
199,1507.0030956846322
200,343.54457289789605
201,1414.7690550570762
202,156.89059115725448
203,42.216744277161766
204,229.95460229947096
205,144.15701606258588
206,316.2950519548185
207,185.60128636321662
208,637.5600143158022
209,165.91260224832772
210,206.15073382487998
211,201.4952070084415
212,355.39066107001935
213,251.06178714610513
214,267.921212816852
215,539.7318455017448
216,253.72113165702348
217,137.06528393349484
218,380.62123908196384
219,96.29872327568947
220,266.4847611854556
221,89.57037427777897
222,214.2252359792482
223,809.1415647755323
224,41.73247164548495
225,30.82614903239723
226,176.48162385641479
227,150.15872908198074
228,373.51433166956537
229,70.63432495496218
230,237.47399381334847
231,348.6789079779749
232,1179.2503679079584
